train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score,train_mean_f1_score,test_mean_f1_score
0.02445479075258058,0.13886298565406413,0.0010968530353736596,0.04057260505680084,0.033118771646509775,0.20142642591477625,0.9989068776080915,0.9597574015178779,1.0927385746900027,1.5657635904251281,17.240393882349128,17.648340289562512,1.0,0.9876612471841412,0.9999873532982598,0.9136407850791503
0.024594434005470185,0.13715837799558492,0.0011002835572362728,0.040168738598318196,0.03317052241428031,0.20042140254553203,0.9989022945622816,0.9597773451034796,1.0931273922087832,1.5654832070746107,17.222810233187943,17.45435290907908,1.0,0.9880017827342207,1.0,0.9133938526165939
0.024163410232589482,0.13603629163968842,0.0010254603204445057,0.03645653504140068,0.03202280937776237,0.19093594486476526,0.9989772782607702,0.9636200391701083,1.0867659075531864,1.5114594493143598,17.195125338763944,17.181417176073317,1.0,0.9881330025588104,0.9999968115498419,0.9072615325602841
0.02417329673984948,0.131171198487265,0.0010460697784447027,0.032470024990831174,0.032343002001123874,0.18019440887783164,0.9989541264141135,0.9669352844124943,1.0887300693673398,1.4648510014949327,17.185772333890974,17.10923582519576,1.0,0.9904862768772534,0.9999697293513257,0.9208115955912082
0.024825129659835337,0.14523322907557631,0.001105801340629942,0.048704838289914634,0.03325359139446358,0.22069172682707125,0.998895072537926,0.9496519565605333,1.0937400960103683,1.7078342577666208,17.21327016821751,16.553213856717086,1.0,0.9868372630820086,0.9999901013620526,0.9152919312536593
0.024210382240861677,0.13886661590776475,0.0010370748382190172,0.042487621602588496,0.032203646349738366,0.20612525707100646,0.9989618805556493,0.957604620705062,1.0880722216832257,1.5960291559700104,17.15602977839492,17.669769128104285,1.0,0.9850900199090242,0.9999759804736388,0.9080373039452597
0.024135435839856088,0.13448939508358554,0.0010154923578221812,0.037929731278346854,0.031866790830301396,0.19475556802912428,0.9989852431294327,0.9608949897764365,1.0860901821515103,1.549770437848922,17.172865187166273,17.375404556556752,1.0,0.987273107067951,0.9999901450646485,0.910901355663613
0.02411095066467508,0.14965857790431392,0.0010278237201112941,0.05865579504902253,0.032059689956568424,0.24218958493094317,0.9989710462037606,0.9418314458200677,1.0872946242721298,1.817781438176695,17.18652057428081,17.05961114646744,0.9999999959662554,0.9816906567163355,0.9999683288619057,0.9029864267385204
0.02472972613062184,0.13268416776738481,0.0011100870497857927,0.0360704765652891,0.03331796887245369,0.18992229085941728,0.998887868606478,0.9647418412493814,1.0943676197150245,1.4951697295123636,17.184851684445793,17.089875074848422,1.0,0.9880657799348744,1.0,0.9173436695771011
0.0243715336252852,0.13593231794210317,0.0010819308861736501,0.04139713304934782,0.03289271782893062,0.20346285422491206,0.9989155493244458,0.9598445968728244,1.092018829381583,1.5639472056831276,17.16427863924435,17.507610014248165,1.0,0.9875845892064795,0.9999798366445292,0.9043401275386951
