train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score
0.07286073870284679,0.24022733142741673,0.012982455188641249,0.10182415786961033,0.11394057744561965,0.3190989781707399,0.9870879130271507,0.9061098440223021,1.6682005008449508,1.7980663258104321,17.130566748922742,17.77238008670161,0.9998310093172376,0.9816635104746123
0.11094035057530971,0.23692028728289966,0.022722416964065344,0.10054960009666365,0.1507395666839511,0.31709556934253064,0.9768356677684473,0.8806433872794626,2.198754192982851,2.014531208124568,17.019509590096664,17.269388197455342,0.999824165606092,0.9849315068493151
0.0700363794538484,0.20439171842457424,0.012188949663725612,0.06717705794887298,0.11040357631764296,0.2591853737171004,0.9878544299688902,0.9369794188107973,1.6285332491099338,1.5356749401082233,17.075038169509703,18.107708012865793,0.9998329909658633,0.9860527544351074
0.07372117461394836,0.20696068241042584,0.012868481107680256,0.08469664626776814,0.11343932787036538,0.29102688237990687,0.987101935579703,0.9143253057563316,1.6674748337503673,1.728234901071181,17.019509590096664,17.43705216053743,0.9999187790183568,0.9902295700889051
0.072810444457735,0.1987637232707128,0.01316759196639424,0.06878143764085758,0.11475012839380286,0.2622621544196905,0.9868665100377262,0.9217944418591517,1.67965810554767,1.6647472441972104,16.991745300390143,17.9400440497837,0.9998893452990014,0.979258469556977
0.06985148474903308,0.258722709810085,0.012609185507244528,0.1302214794424103,0.11229062965022739,0.36086213356683783,0.9874146607573582,0.8541978939668936,1.6512913058067145,2.2393179012814044,17.075038169509703,17.43705216053743,0.9998698855224422,0.970816257920651
0.07277186499662001,0.2294841421850048,0.012950785303452268,0.09462470231184736,0.11380151714038028,0.3076112844351575,0.9870238152559623,0.9032367103284262,1.671517560503952,1.8224879622083772,17.047273879803186,18.275371975947884,0.9998104339036769,0.978747790386041
0.06931417433851922,0.23026225033883962,0.012408199911474608,0.09624966471804401,0.11139209986114189,0.3102413007935017,0.9875400714638003,0.9038629759280065,1.6448013017483347,1.817164704611945,17.24162390774882,14.75442875122398,0.9999246272281073,0.9834191583610189
0.06926936913666876,0.22684601741513885,0.012779654684770112,0.10444561107076704,0.11304713479239584,0.3231804620808118,0.9870135614820074,0.9170625808783692,1.6720481933061189,1.7049680625338617,17.075038169509703,16.263404418962796,0.9998898164664005,0.967278461345199
0.06629041903630452,0.30581383566663706,0.008499301962549038,0.19122494507486248,0.09219165885560926,0.4372927452803928,0.9914893577118589,0.8031599603965542,1.4404257384113037,2.673140336629289,17.075038169509703,17.43705216053743,0.9999885468205973,0.947524181273629
