train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score,train_mean_f1_score,test_mean_f1_score
0.03487284240465946,0.13943365394915255,0.00233819294579173,0.03947823658301709,0.04835486475828187,0.19869130978232816,0.9976618023045639,0.9608428686950611,1.2960570905544806,1.5505031989341411,17.264123751511974,17.648340289562512,1.0,0.9876612471841412,0.9999914500683995,0.9136407850791503
0.03480684802314985,0.137859580276977,0.0023782957062118896,0.039330830174422376,0.04876777323409271,0.19832001960070086,0.9976216981553778,0.9606163782059693,1.3011349835617199,1.553687388751372,17.263497031756813,17.45435290907908,0.9999999974507792,0.9880017827342207,0.9999500382222926,0.9133938526165939
0.03570720350483816,0.13979398609008423,0.0024373728776214197,0.03796939703489558,0.049369756710170444,0.19485737613674156,0.9975626307592355,0.9621103548295127,1.3086139582791574,1.53268383504391,17.264750471267135,17.181417176073317,0.9999999991372298,0.9881330025588104,0.999994711266631,0.9072615325602841
0.03534724805102869,0.12877308779579727,0.0024042156812069592,0.03011362709128746,0.04903280209417935,0.17353278390922985,0.99759579787189,0.9693348398911678,1.304414416515103,1.43111607447123,17.26399840756094,17.10923582519576,0.9999999971784461,0.9904862768772534,0.9999795106175793,0.9208115955912082
0.036285969033042716,0.14369951203093417,0.0025131115820757124,0.046636392192227795,0.0501309443565121,0.21595460678630543,0.997486873516183,0.9517901879485244,1.3182061621421184,1.6777732400178036,17.262744968050615,16.553213856717086,1.0,0.9868372630820086,0.9999912148490833,0.9152919312536593
0.03511497450463209,0.1425709962579139,0.0023021697287281782,0.043200049971866473,0.04798093088642798,0.20784621712185786,0.9976978554885977,0.9568937390459631,1.291492121223146,1.6060233157655777,17.263120999903713,17.669769128104285,1.0,0.9850900199090242,0.9999800215037071,0.9080373039452597
0.03565620093033121,0.13589402032545453,0.0024179080146633815,0.03677955839994533,0.049172228083170906,0.1917799739283154,0.9975820996157702,0.962080801556612,1.306148857473808,1.533099319292337,17.263873063609907,17.375404556556752,1.0,0.987273107067951,0.9999933496488614,0.910901355663613
0.03551191847515859,0.14585716185832917,0.0023619382763540924,0.05434013145236675,0.048599776505186654,0.23310969832327172,0.9976380913351107,0.9461112601424996,1.2990593177161278,1.7576122838789765,17.26337168780578,17.05961114646744,0.9999999981789286,0.9816906567163355,0.9999787574810561,0.9029864267385204
0.036181574619907446,0.13538103894922385,0.0024729138934468787,0.03419600170232889,0.04972840127579891,0.18492160961426032,0.9975270879445628,0.9665741023832943,1.3131506721966142,1.4694372385875576,17.262495080649863,17.089875074848422,1.0,0.9880657799348744,0.9999914500683995,0.9173436695771011
0.03562236318660286,0.13817696283461298,0.002480692188522977,0.04201564085313174,0.049806547647101344,0.20497717154144687,0.997519335029032,0.9592446415530045,1.3141324421324323,1.5723730487776577,17.26387370401096,17.507610014248165,1.0,0.9875845892064795,0.9999743868947752,0.9043401275386951
