train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score
0.05108474443769313,0.057933577170094404,0.009574568452921539,0.013634284667718521,0.097849723826496,0.11676593967299934,0.9904254003398695,0.9863440252895079,2.200540101655272,1.1902234602250574,,,,
0.05066547952322806,0.056568940069289454,0.009782243149521743,0.013092916598450442,0.0989052230649208,0.11442428325513095,0.990217765730057,0.9871067574738388,2.226574994436155,1.179598839251136,,,,
0.051506791152599346,0.05843531355698562,0.010966216434257109,0.014705753409596314,0.1047197041356454,0.1212672808699705,0.9890338204394094,0.9849650202030148,2.3750275512054144,1.2094325701408173,,,,
0.0519912839629607,0.05666069842580814,0.010079275424197067,0.0133996900541077,0.10039559464536811,0.11575703025781069,0.9899206991347295,0.9869842628555155,2.2638235868799765,1.1813051510048107,,,,
0.051832419149450866,0.05578505569424109,0.00974347221907904,0.013153180214596619,0.09870902805254968,0.11468731496811937,0.9902565867910001,0.9871078485065479,2.2217072984378485,1.1795836415064465,,,,
0.05066865093928255,0.054292183900646246,0.009153499021175198,0.010378235868640768,0.09567392027702847,0.10187362695340128,0.9908465045631664,0.9894039336482435,2.1477386765315174,1.1475998930092328,,,,
0.050558209865508685,0.053131664027489894,0.008917818384728106,0.011377960422336722,0.09443420135061294,0.10666752280960087,0.9910821849083689,0.9886243438365476,2.11818718449726,1.1584593354643404,,,,
0.05223798886789567,0.0564266895327626,0.010344408983422348,0.010920425427332623,0.10170746768759091,0.10450083936185692,0.9896555890455067,0.9889865306961668,2.297065216270573,1.1534141856932387,,,,
0.052195302034655534,0.05497129757660993,0.010031743527809198,0.011970855513893586,0.10015859188212062,0.10941140486207819,0.9899682816228305,0.9880575338006865,2.257857312870667,1.1663548221357498,,,,
0.051566639135227674,0.05397339311079505,0.010330564332526942,0.009827082119414219,0.10163938376695789,0.09913164035470319,0.9896694053946024,0.9900080752995372,2.295332811602321,1.1391843886009785,,,,
