train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score
0.02572732880714772,0.2117172050491735,0.0015395757267894744,0.08534383811419512,0.03923742762706896,0.2921366771122639,0.9984474463212833,0.9150246079474696,1.1315357977801606,2.1928027254781113,17.488038804686564,17.19401949073061,1.0,0.9770494463885251
0.02796044034115553,0.2136781927874638,0.001721944735115738,0.0832928932213491,0.04149632194683931,0.2886050817663284,0.9982669761805428,0.9186114972385736,1.1468256291484547,2.1424534276511333,17.53167457851372,17.80976760416096,1.0,0.9814006837202129
0.025680399445376815,0.21739569597277278,0.0015656935015265659,0.09160921045119644,0.03956884508709555,0.30267013471962584,0.9984239804207389,0.9101950667340022,1.133523881020734,2.2605951743634507,17.442280209429974,16.899654919183078,1.0,0.9777283638956055
0.026875142779389696,0.21217602263341218,0.001745185685842529,0.08054639098867404,0.04177541963694116,0.28380696078263135,0.998242755825264,0.9203775617930208,1.1488776314706883,2.1176631140905604,17.464451899915126,17.374619976655907,1.0,0.9798678859602261
0.025698296852997474,0.19965691923611087,0.0017169844369825126,0.0712932134478662,0.04143651091709475,0.2670078902352254,0.9982640088478538,0.9346366579312643,1.1470770281679399,1.9175076534833644,17.45336605467255,17.395950742710077,1.0,0.9815197852535011
0.028271561585101582,0.2016186701856578,0.0019631220956159035,0.07787756485564581,0.04430713368765693,0.27906552072165025,0.9980321598939228,0.9153386047025435,1.166719786764874,2.1883951413976304,17.446054114193405,17.70453582496039,1.0,0.9803087844256624
0.025536511727016233,0.20854449938942607,0.0015102656088115843,0.07683911697098697,0.038862135927038084,0.27719869583204565,0.9984810184064773,0.9222004007740048,1.128691496117896,2.092075855801933,17.432609578473684,17.572285075424546,1.0,0.9808176890079392
0.025557562831690715,0.20878932620740373,0.0013733578290224362,0.0792756558341827,0.03705884279119406,0.2815593291549451,0.9986227425997936,0.914559098684694,1.1166843075174904,2.199337096240777,17.459262780865412,17.265122044244507,1.0,0.9772694824118565
0.02528343095159279,0.2091929201534562,0.0014724023787230096,0.0806334813386068,0.03837189568842032,0.28396035170179446,0.9985166008194782,0.9211482669412037,1.1257043453716218,2.1053844801020154,17.462994376586195,17.109908359220267,1.0,0.9810432027839215
0.028141637227368153,0.21673563823767647,0.0016924474795645145,0.08792449512259388,0.041139366543063285,0.2965206487288767,0.9982974266921084,0.9111535310066625,1.1442773232761463,2.2454958708880826,17.42856501951786,17.853198319565884,1.0,0.9783648694002336
