train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score
0.031668086789846527,0.21253703600229837,0.0018568712592809142,0.07586466958531884,0.043091429069838406,0.2754354181751483,0.9981370546549624,0.9242978783035957,1.4047191263781098,3.7271455692605904,17.383344766635332,17.448723014082738,1.0,0.9812118058975365
0.03169828350360882,0.21027352912823882,0.001867991030963004,0.0755918352188212,0.043220261810440294,0.2749396937854212,0.9981257940403077,0.9245028329955287,1.4071654601568662,3.7197621397413236,17.386166081049904,17.337054736512687,1.0,0.9810303979985604
0.03164475304715354,0.21021326071247343,0.0018485632533215195,0.07552623643324866,0.0429949212503235,0.27482037121226777,0.998148375843247,0.9258320250543232,1.4022596331652157,3.6718784060677163,17.385123421374953,17.403981750553015,1.0,0.9811254460584207
0.03179988007154308,0.2152032625381586,0.0018822429259389344,0.07997598465798865,0.04338482368223864,0.28280025576011886,0.9981127612970702,0.9198738597735996,1.409996783400696,3.8865194713658813,17.374206161248992,17.404721275570036,1.0,0.9799479278534864
0.031706525160470705,0.21040574163991982,0.0018732248787806506,0.07651861634777897,0.04328076800128032,0.27661998544533795,0.9981240009891114,0.921371637620214,1.407578155476769,3.831591766195503,17.38333829146236,17.519433314433577,1.0,0.9807993409268164
0.03170952643390889,0.21331080016705448,0.0018621381393233087,0.07802360139477377,0.04315249864519213,0.2793270509542063,0.9981337593859232,0.9211259674644918,1.4054580534138725,3.8404389247663873,17.38180505553653,17.35890139021974,1.0,0.9801601697243245
0.03157249803993506,0.2100238842627841,0.001810130163237779,0.07530508408398134,0.04254562448992586,0.2744177182398785,0.9981854679058862,0.9241850523568266,1.3942238986693063,3.7302741021621837,17.370949745181726,17.35113371646746,1.0,0.9813191839292148
0.03171076556388227,0.2150116280026217,0.0018626864691620182,0.08145029908146943,0.043158851573715656,0.2853949878352271,0.9981328998307603,0.9178263636747895,1.4056447997318644,3.959265397044925,17.401062498764844,17.099609042584028,1.0,0.9804127648553924
0.03164997036599693,0.21045235924848185,0.0018445581924876697,0.07597090754530615,0.0429483200193869,0.27562820527897025,0.9981474611777057,0.9263126408111699,1.402481212280681,3.6536546512816956,17.365368766411734,17.459511259773112,1.0,0.9811816992974985
0.03148114667993903,0.21277355619213845,0.0018138069116099731,0.07920201546790408,0.0425888120474142,0.2814285263932995,0.9981809764158828,0.9209489121531473,1.3951997164604322,3.84681510184283,17.379413207492256,17.48651317329295,1.0,0.9810010610757005
