train_mean_absolute_error,test_mean_absolute_error,train_mean_squared_error,test_mean_squared_error,train_root_mean_squared_error,test_root_mean_squared_error,train_r_squared,test_r_squared,train_adjusted_r_squared,test_adjusted_r_squared,train_mean_log_loss,test_mean_log_loss,train_mean_roc_auc_score,test_mean_roc_auc_score
0.2845637483666204,0.39209716942557254,0.12630100947590506,0.2556413921139471,0.3553885331238264,0.5056099209014269,0.8736908750160218,0.743963069100517,100.81052313838109,23.47790889188378,17.01352517502125,17.12192662840686,1.0,0.9494824340672238
0.2870545750125904,0.3888335196177989,0.1280479914315569,0.253348531521995,0.3578379401790102,0.5033373933277707,0.8719385164366094,0.7486827842842381,102.19525149082098,23.063557229712934,17.030825521733878,16.966272749966798,1.0,0.9493233913375069
0.2849958682454361,0.3819630252244639,0.1269117046602902,0.2378027216396376,0.35624669073591436,0.4876502041829139,0.8730826683509962,0.7574773448403038,101.29113311347318,22.291468100894996,17.0399309673721,16.88434965605098,1.0,0.947067809082913
0.2853128117345126,0.3900307607027039,0.1275538987583714,0.254408516693825,0.357146886810415,0.5043892511680091,0.8724312308925185,0.7394734908855565,101.80590442180778,23.872056446005523,17.049036413010324,16.802426562135157,1.0,0.9459334809225369
0.28464870377089574,0.3859315509844063,0.12600614477516664,0.24690332982219343,0.35497344235191264,0.49689368060199096,0.873981556395938,0.7517364514917978,100.58607505811,22.785126381594743,17.050869023764758,16.785812543136473,1.0,0.9490652206103998
0.2860889722742622,0.39262114580700996,0.12871826798128,0.2467247250161328,0.3587732821452567,0.4967139267386539,0.871276545412184,0.7569330190819171,102.72370998802158,22.329127575561774,17.100946334402185,17.416919753010248,1.0,0.9546357255579278
0.2872424916264288,0.3914171126024205,0.1294116009109053,0.25252658067348127,0.35973823943376565,0.5025202291186707,0.870592515702365,0.7463344593516466,103.2642644662061,23.259151191893014,17.02446462361048,17.02350227153049,1.0,0.9471461363651648
0.2861070019963825,0.3868983339586141,0.12800907449391963,0.2454787811527368,0.3577835581659946,0.4954581527765355,0.871985996723253,0.7548015789122494,102.16306608944927,22.516161450450113,17.090020375717657,17.51527412338019,1.0,0.95053498285865
0.2866671454709707,0.38778098554252494,0.1290443528840847,0.25226169191867776,0.35922743893539744,0.5022565996765774,0.8709446242938169,0.7528104346424103,102.98601065181118,22.6908843601285,17.115514279314887,17.285780592516996,1.0,0.9506288640925261
0.28599144858425957,0.3883911258336307,0.1282354639584977,0.24143892399348008,0.3580997960883219,0.4913643495345181,0.8717549300424454,0.759781979165493,102.34566653395751,22.079131328227994,17.056332003107023,16.7366353579515,1.0,0.9486757645902515
